FIPS,Per_Farm_Sales_Less_10000,Per_Farm_Sales_10000_249999,Per_Farm_Sales_Gr_250000,MARKET_VALUE,Per_Crop_Sales,Per_Grain_Mark_Val,Per_Cotton_Mark_Val,Per_Tob_Mark_Val,Per_Other_Crop_Mark_Val,Per_Veg_Sale_Mkt_Val,Per_Fruit_Sales_Mkt_Val,Per_Nursery_Sales_Val,Per_Cut_Tree_Sales_Val,Per_Ani_Sales_Mark_Val,Per_Poul_Sales_Mark_Val,Per_Milk_Sales_Mrk_Val,Per_Cattle_Sales_Mrk_Val,Per_Hog_Sales_Mrk_Val,Per_Sheep_Sales_Mrk_Val,PER_AQ_SALES,PER_EQ_SALES,PER_SP_AN_SALES,Net_Income_Total,Net_Income_Per_Farm,Net_Income_Per_Producer,Net_Income_Per_Prod_Per_Farm,Dir_Sales_Per_Farm,Gov_Payments_Per_Farm,Per_Farm_Gov_Payment,Conserv_Payments_PerFarm,Fed_Pay_Per_Farm,CCC_Loan_Per_Farm,Per_Exp_Livestock,Per_Exp_Feeds,Per_Exp_Seed,Per_Exp_Fert,Per_Exp_Chem,Per_Exp_Interest,Market_Value_Land_perFarm,Mar_Val_Equip_perFarm,Per_Prod_Farmers,Per_Prod_Other,Per_Prod_Off_Farm_100Days,Prod_Aver_Age,Per_Prod_Over65,Per_Farms_LE35Years,Per_Farms_Beg_Prod,Per_Farms_Fem_Prod,Per_Farms_NAIA_Prod,Per_Farms_Asian_Prod,Per_Farms_Black_Prod,Per_Farms_Hawaiian,Per_Farms_White_Prod,Per_Farm_Latino,Farm_Num,Change_Farm_Num,Av_Farm_Size,Per_Farm_Tot_Land_Area,Farmland_Irrigated_Acres.Per_Acres,Per_Cropland_Total_Area,Crop_Per_Farmland,Har_Crop_Per_Farmland,Per_Irrigated_All_Cropland,Per_Pasture_Farmland,Per_Irrig_Pasture,Per_Farmland_Conserv,Per_Farmland_Crop_Insur,Per_Cropland_FerLime,Per_Cropland_Fert,Per_Cropland_Manure,Per_Cropland_Insecticide,Per_Crops_Herbicide,Per_Cropland_Fungicide,Per_Fam_Farm,Per_Farm_Corperate,Per_Farms_Internet,Per_Irrig_Cropland_.Corn_Harvest_Grain,Per_Cropland_.Corn_Harvest_Grain,Per_Corn_Silage_Harv_Cropland,Per_Sorghum_Grain_Irrigated,Per_Grain_Sorghum_Harv,Per_Irrig_Wheat_.Harvest,Per_Wheat_Harv_Cropland,Per_Barley_Harvest_Grain,Per_Oats_Grain_Cropland,Per_Rice_Harvest,Per_Rye_Harv_Crop,Per_Sunflower_Oil_Harv,Per_Sunflower_NonOil_Harv,Per_Canola_Harvest_Cropland,Per_Cotton_Harv_Cropland,Per_Cotton_Irrigated_Harvest,Per_Tobacco_Harvest_Cropland,Per_Soybean_Irrigated,Per_Soybean_Harvest_Cropland,Per_Drybean_Harvest_cropland,Per_DryPea_Harvest_Cropland,Per_Potatoes_Harvest_Cropland,Per_Sugarbeets_Harvest_Cropland,Per_Sugarcane_Harvest_Cropland,Per_Peanuts_Harvest_Cropland,Per_Forage_Harvest_Cropland,Per_Hay_Harvest_Cropland,Per_Alfalfa_Harvest_Cropland,Per_Alfalfa_Irrigated,Per_DryHay_Harvest_Cropland,Per_AlfalfaHaylage_Harvest_Cropland,Per_OtherHaylage_Harvest_Cropland,Per_Vegetables_Harvest_Cropland,Per_Asparagus_Harv_Veges,Per_SnapBeans_Harvest_Vege,Per_Broccoli_Harvest_Vege,Per_Cabbage_Harvest_Vege,Per_Cantaloupes_Harvest_Vege,Per_Cucumbers_Harv_Vege,Per_Lettuce_Harv_Vege,Per_Onions_Harvest_Vege,Per_GreenPeas_Harv_Vege,Per_SweetCorn_Harv_Vege,Per_Tomatoes_Harv_Vege,Per_Watermelons_Harv_Vege,Per_Strawberries_Harv_Cropland,Per_Orchards_Cropland,Per_Irrigated_Orchards_Cropland,Per_Apples_Orchards,Per_Avocados_Orchards,Per_SweetCherries_Orchards,Per_TartCherries_Orchards,Per_Grapes_Orchards,Per_Peaches_Orchards,Per_Pears_Orchards,Per_Plums_Orchards,Per_Grapefruit_Orchards,Per_Lemons_Orchards,Per_ValenciaOranges_Orchards,Per_Oranges_Orchards,Per_Almonds_Orchards,Per_Pecans_Orchards,Per_Walnuts_Orchards,Per_Farms_Floriculture,AN_OPER,FEM_AN_OPER,Per_Fem_Animal_OP,CROP_OPER,Fem_Crop_Prod,Per_Fem_Crop,Cattle_Operations,Milk_Operations,Poul_Total_Oper,Hog.Oper,TOT_SHEEP_Oper,EQUI_OPER,TOT_AQUA_OPER,OthAn_Oper,Grain_Oper,Toba_Oper,COTT_OPER,VEGE_OPER,HORT_OPER,FRUIT_OPER,CUTTREE_OPER,FCHay_Oper,CoverCropOp,OPER_GOVT_PROG,SilvoOper
5021,50.74,27.31,21.96,"197,615,000",83.22,70.89,11.47,0,0.43,0.15,0.14,0.14,0,16.78,15.38,0,1.04,0.15,0.15,0.01,0.01,0.04,78457216,144755,48170475,88875,5780,40014,59.78,4132,40965,281987,3.13,8.97,12.93,15.29,13.28,6.25,2278119,271792,43.53,56.47,44.21,56.6,33.41,11.62,30.26,50.18,0.55,0,0,0,99.45,1.66,542,-0.4,529,70,72.89,63.08,90.12,85.36,85.39,5.85,0,2.1,69.57,80.37,78.55,0.86,42.24,88.82,16.47,81.92,4.8,70.3,83.14,11,0,45,0.09,0,1.2,0,0.09,27.01,0,0,0,0,10.51,93.94,0,80.79,48.3,0,0,0,0,0,0.01,2.41,2.41,0.02,0,2.4,0,0,0.41,0.05,1.49,0.09,0.11,0.09,1.29,0.1,0.1,0.05,1.05,1.74,84.46,0,0.13,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.18,161,90,55.90062112,290,119,41,160,0,25,1,13,9,2,3,212,0,32,5,1,4,0,79,26,94,2
5023,64.35,28.85,6.8,"57,553,000",2.59,0,0,0,2.46,0.02,0.1,0.01,0,97.41,70.38,0,26.06,0.28,0.06,0.29,0.3,0.03,14423036,21336,-1529582,-2263,3462,4861,8.88,2947,4755,0,16.71,46.04,0.15,2.04,0.43,4.94,562588,64986,41.72,58.28,52.7,56.9,35.14,10.65,33.28,69.23,1.04,1.18,0,0,99.7,1.18,676,-0.56,192,36.5,0.14,8.25,22.57,19.2,0.85,50.91,0.09,0.13,20.67,82.03,34.88,30.21,8.19,48.47,0.02,93.49,2.37,73.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.42,97.18,0,0,97.18,0,2.24,0.07,0,0,0,0,0,0,0,0,0,11.85,8.84,0,0,0.24,0,10.56,0,0,0,4.23,0,10.56,0,0,0,0,0,0,74.65,0,0,462,331,71.64502165,215,126,59,453,0,51,12,25,27,1,8,0,0,0,9,2,7,0,202,14,7,13
5025,56.1,11.71,32.2,"128,930,000",0.39,0,0,0,0.36,0.01,0.02,0,0,99.61,98.32,0,1.28,0,0.01,0,0.01,0.01,53959772,263218,4122693,20111,1250,10362,10.73,1751,10522,0,17.12,60.62,0.03,0.22,0.18,1.95,652384,161950,53.82,46.18,35.88,58.9,38.53,9.76,18.54,58.54,0.98,0,1.46,0,98.54,2.93,205,-0.09,154,8.3,0.18,1.75,21.15,19.49,0.85,34.87,0.09,0.48,1.82,41.09,11.99,41.78,12.64,42.66,0,83.9,10.24,69.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,99.51,99.51,0,0,99.51,0,0,0.41,0.05,1.49,0.09,0.11,0.09,1.29,6.67,2.23,2.09,1.05,21.38,0.87,0,0.32,0.02,0,0,0,0,1.24,0,0,0,0,0,0,0,0,98.67,0,0,136,76,55.88235294,67,51,76,115,0,69,0,1,4,0,1,0,0,0,4,0,7,0,59,7,4,4
5027,59.26,30.98,9.76,"48,960,000",7.97,1.83,0,0,1.07,0.07,0.01,5,0,92.03,83.78,0,6.81,0.04,0.5,0,0.5,0.4,17523738,59002,1566698,5275,5186,3240,4.71,0,3240,0,17.73,47.27,2.45,1.64,0.48,4.59,425028,83478,33.33,66.67,58.44,55.7,31.86,13.13,39.06,56.23,0,0,7.41,0,92.59,1.01,297,0.21,183,11.1,0.53,2.47,22.28,19.02,2.78,41.83,0,0,1.46,45.14,22.95,36.22,22.46,72.77,1.87,90.24,5.05,65.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,9.75,0,0,0.02,0,0,0,91.69,91.69,0,0,91.69,0,0,0.2,0,1.49,0,3.54,0,3.32,0,0.1,0,1.05,7.11,57.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,205,125,60.97560976,103,65,63,220,0,36,9,5,11,0,2,2,0,0,11,2,2,0,88,3,0,2
5029,52.47,35.16,12.37,"172,251,000",8.73,6.69,0,0,1.74,0.01,0.3,0.01,0,91.27,81.65,0.2,5.95,3.28,0.12,0,0.07,0,62830515,81811,6853264,8924,3336,9206,11.85,2053,9113,0,16.03,51.93,1.53,2.08,1.24,2.4,568722,89668,43.75,56.25,48.8,58.4,36,9.38,30.34,63.54,0.65,0.52,5.73,0,94.01,1.95,768,-0.2,224,48.6,10.85,22.6,46.46,37.27,27.34,39.05,1.7,0.56,13.84,45.63,25.62,31.17,21.19,60.97,5.13,91.15,2.73,68.1,75.84,4.41,0.25,0,0,0.06,3.95,0,0,2.51,0,0,0,0,0,0,0,61.24,32.01,0,0,0,0,0,0,58.18,57.58,0,0,57.58,0,1.06,0.01,0,1.49,0,0,3.81,7.55,0,2.23,0,13.21,21.38,0,0,0.88,0.69,0.92,0,0,0,1.24,0.37,0.37,0,0,0,0,0,0,98.67,0,0,520,323,62.11538462,337,192,57,510,2,135,11,42,35,0,13,34,0,0,5,1,10,0,299,18,13,9
5031,48.95,23.52,27.53,"195,213,000",98.27,62.33,30.71,0,4.6,0.15,0.15,0.15,0.18,1.73,0.01,0,0.67,0.54,0.01,0,0.09,0.41,69068760,132063,37847983,72367,3653,49478,54.88,2282,49625,333575,0.37,0.47,17.46,15.92,19.09,4.16,2835272,347738,43.49,56.51,49.05,54.4,24.91,14.53,31.74,38.62,1.91,0,0,0,99.81,1.91,523,-0.36,615,71,78.99,64.84,91.31,87.76,89.98,4.24,0.66,0.25,71.24,78.62,77.49,1.33,66.51,91.71,34.93,77.63,6.5,78.39,89.67,11.84,0,0.01,0.03,12.25,1.55,0,0,16.83,0,0,0,0,25.46,96,0,85.93,40.88,0,0,0.02,0,0,2.92,1.61,1.61,0,0,1.61,0,0,0.07,0.05,1.49,0,0,0,13.24,0,0,0,0,0.41,54.55,0,0.06,0.02,1.78,0,0,0,1.24,0.47,0.04,0,0,0,0,0,0,98.02,0,0.19,136,52,38.23529412,296,116,39,134,0,21,13,23,21,0,13,220,0,93,12,2,10,1,83,64,25,10
5033,65.46,29.79,4.76,"53,908,000",32.71,11.87,0,0,3.42,0.52,0.25,16.4,0.25,67.29,31.22,0,35.59,0.08,0.16,0,0.17,0.07,11898124,14891,5300172,6634,3583,9902,5.26,11000,7500,0,23.45,25.05,3.73,4.18,3.71,5.2,469607,69950,35.44,64.56,51.68,56.9,30.98,11.26,34.79,61.08,3.75,0.75,0.63,0,97.25,6.26,799,-0.34,153,32.3,2.37,13.79,42.64,37.04,5.79,43.84,0.52,0.34,19.27,43.75,24.29,13.47,10.77,70.68,0.14,92.49,3.38,68.96,55,3.62,0,0,0,0.06,3.19,0,0,0,0,0,0,0,0,0,0,6.87,43.99,0,0,0.02,0,0,0,50.2,49.98,1.26,0.23,49.56,0,0.26,0.26,0.05,6.95,0.34,0,0,0.68,0.51,1.18,0.05,1.05,15.53,47.76,0,0.23,0.07,5.62,0,0.19,0,11.23,21.97,2.63,3.63,0,0,0,0,0,52.19,0,1.75,507,320,63.11637081,301,189,63,517,0,73,25,40,30,0,7,29,0,0,23,20,14,1,233,29,3,6
5035,35.88,20.99,43.13,"165,253,000",99.53,89.49,9.52,0,0.26,0.14,0.06,0.06,0,0.47,0,0,0.06,0,0,0.13,0.13,0.15,65820937,251225,57174957,218225,2621,57504,81.3,7455,58600,807370,0.01,0.11,17.88,9.98,16.36,3.41,4625254,408836,55.09,44.91,39.12,58.8,35.65,10.31,31.3,41.6,0.38,0,17.94,0,81.3,0,262,-0.01,1201,80.6,59.49,74.89,92.96,90.13,66.01,0.38,0,1.72,76.34,49.6,49.49,0.02,43.51,94.28,16.9,62.6,10.31,69.85,83.64,4.43,0,45,0.3,12.25,2.85,0,0,10.25,0,0,0,0,6.66,72.27,0,60.57,77.33,0,0,0,0,0,0.01,0.33,0.33,0,0,0.33,0,0,0.04,0.54,0.54,0.54,0.81,0.54,0.81,0.54,0.54,0.54,0.81,0.54,44.48,0,0.05,0,0,0,0.35,0,0.21,0,0,0,0,0,0,0,0,99.44,0,0.38,29,22,75.86206897,189,62,33,8,0,7,0,6,2,2,7,159,0,24,14,1,13,0,10,17,63,2
5037,41,23,36,"149,793,000",99.58,91,0.13,0,0.13,8.16,0.01,0.13,0,0.42,0.02,0,0.37,0.01,0.01,0,0.01,0,37534640,125115,28261216,94204,1503,77710,76.67,7284,83565,418075,0.4,0.25,13.47,13.33,16.48,4.02,3058715,390962,57.91,42.09,39.22,55,30.8,19.33,40,41.67,0,0,4.33,0,93.67,2.67,300,-0.26,908,69,76.61,63.82,92.46,87.01,88.05,2.64,0,2.91,81.2,70.26,69.48,2.21,62.02,93.71,47.82,63.33,6.33,73.33,87.5,5.89,0,45,0.35,0.06,1.96,0,0,26.95,0,0,0,0,0.04,93.96,0,86.76,63.63,0,0,0.02,0,0,0,0.74,0.74,0,0,0.74,0,0.26,1.22,0,0,0.09,0.11,0.09,0.01,0.1,0.1,0.05,0.09,0.05,0.87,0,0,0,17.29,0,0,0,0,26.24,0,0,0,0,0,0,0,63.63,0,0.33,49,27,55.10204082,188,71,38,52,0,12,3,2,1,0,0,170,0,1,9,2,7,0,8,19,79,0
5039,79.37,18.25,2.38,"1,742,000",67.44,0,0,0,14.07,0,0,53.37,0,32.56,0.8,0,30.39,0,0.57,0,0.63,0.17,-210764,-1673,-210764,-1673,3750,3366,10.32,2423,3164,0,7.58,11.9,0.16,3.32,0.53,7.54,454901,49777,42.59,57.41,46.76,61,44.91,6.35,35.71,54.76,0,0,23.02,0,76.98,0,126,0.96,233,6.9,0.01,0.98,14.16,12.87,0.08,30.93,0,1.06,1.82,16.06,5.97,2.39,0.07,7.25,0,88.1,8.73,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.92,99.92,0,0,99.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,71,43,60.56338028,36,14,39,74,0,4,0,4,6,0,5,0,0,0,0,3,0,0,33,1,5,2
5041,37.82,23.27,38.91,"168,140,000",95.82,87.65,7.57,0,0.2,0.2,0.2,0,0,4.18,0,0,0.05,0,0,4.08,0,0.05,58537372,212863,41208533,149849,50000,45843,79.27,6198,49308,434334,0.1,3.85,16.78,12.47,18.45,3.57,3685791,552926,49.31,50.69,35.32,58.2,33.72,9.82,30.55,37.45,0.73,0,16,0,82.55,2.18,275,0.37,1133,63.4,80.06,56.77,89.6,87,90.86,0.46,1.92,2.18,77.36,61.75,58.25,3.81,73.86,84.56,35.68,64.36,7.64,75.64,89.99,10.67,0,0,0,12.25,0.75,0,0.09,6.46,0,0,0,0,6.29,94.65,0,91.63,76.38,0,0,0,0,0,0,0.03,0.03,0,0,0.03,0,0,0.41,0.05,1.49,0.09,0.11,0.09,1.29,0.1,0.1,0.05,80.03,1.74,0.87,0,0.15,0,1.78,0,0.19,0.16,1.24,0.47,0.04,0.04,0.01,0,0.01,0.01,0,98.67,0,0,23,5,21.73913043,182,58,32,14,0,5,0,0,0,3,1,178,0,23,2,0,1,0,2,20,77,0
5043,56.92,27.36,15.72,"60,057,000",67.06,52.64,12.49,0,0.8,1.13,0,0,0,32.94,22.52,0,10.26,0.03,0.05,0.01,0.04,0.03,21224568,66744,12719938,40000,1250,30644,33.96,5603,32155,274786,12.76,11.61,12.51,9.59,12.08,4.18,1217911,194702,33.01,66.99,58.73,56.1,30.71,15.09,38.05,46.23,0.63,0,4.09,0,95.91,3.14,318,0.1,421,25.2,42.73,14.53,57.54,52.52,81.36,14.71,0,1.97,46.44,50,45.72,13.19,77.65,73.42,33.76,77.99,6.29,71.38,80,13.63,0,0,0,0,1.71,0,0,5.46,0,0,0,0,13.33,99.83,0,90.44,57.09,0,0,0,0,0,0,9.73,9.73,0,0,9.73,0,0,0.18,0,2.31,0.09,0.11,0.09,1.23,0,0.1,0,1.15,21.38,7.08,0,0.15,0.02,49.6,0,0.19,0.16,1.24,53.78,0.04,0.04,0.01,0,0.01,0.01,0,0.17,0,0,154,78,50.64935065,100,36,36,170,0,24,1,13,15,1,3,42,0,22,7,0,3,0,52,11,34,9
5045,70.19,28.04,1.76,"26,994,000",43.96,22.57,0,0,8.68,0.15,1.81,10.6,0.15,56.04,0.18,7.94,45.59,0.09,0.77,0.09,1.22,0.16,-3223960,-2707,-3414072,-2867,6629,23533,9.15,2428,25793,40000,8.74,17.01,5.35,4.53,2.68,6.53,646522,72429,36.36,63.64,55.97,56.5,28.89,11.17,31.07,61.13,1.18,0.17,2.85,0,96.89,1.34,1191,-0.26,168,48.4,3.47,16.87,34.89,28.57,11.86,45.26,0.18,0.69,13.22,39.88,23.74,7.25,12.17,42.37,1.56,93.12,3.44,76.66,30,2.57,0.1,0.01,0.03,27.49,1.15,0,0.09,1.88,0,0,0,0,0,0,0,46.43,18.28,0,0,0,0,0,0,75.73,75.57,0.3,0,75.28,0,0.85,0.13,0,14.91,0,0,3.81,6.07,0,0,0,1.05,8.1,11.07,0,0.21,0.02,20.52,0,0,0,5.18,26.24,1.64,0.34,0,0,0,0,0,36.47,0,0.25,800,505,63.125,372,239,64,760,5,113,43,73,69,1,20,23,0,0,7,8,30,1,316,24,26,16
5047,49.07,37.77,13.16,"181,216,000",2.84,0.81,0,0,1.35,0.09,0.53,0.03,0.03,97.16,77.25,0.12,19.56,0,0.03,0,0.1,0.1,40431390,53765,1500170,1995,4261,11810,5.85,6350,11466,0,24.69,50.32,0.36,0.98,0.83,3.77,626738,86566,41.24,58.76,49.46,55.4,29.84,14.89,30.45,62.77,1.33,3.46,0,0.13,94.95,1.73,752,-0.32,244,47.2,0.65,14.49,30.72,25.89,2.53,60.47,0,0.24,4.03,51.2,20.83,51.81,7.09,87.09,4.02,90.29,3.99,76.33,55,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,6.76,0,0,0,0,0,0,90.67,90.55,1.26,0.23,89.76,0,0.26,0.41,2.66,1.49,0.09,0.11,0.09,1.29,0.1,0.1,0.05,1.05,8.84,0.87,0,0.76,0.02,1.78,0,0,0,90.95,7.43,0.04,0,0,0,0,0,0,0,0,0.13,562,351,62.45551601,250,156,62,565,2,102,5,28,45,0,23,13,0,0,9,2,15,1,219,19,6,8
5049,57.86,40.38,1.76,"28,965,000",8.06,3.49,0,0,4.41,0.07,0.05,0.04,0,91.94,5.33,0.5,79.17,0.04,2.55,3.75,0.56,0.04,662395,833,617759,777,2306,7726,10.94,874,7867,0,26.32,23.36,0.97,5.76,1.72,6.41,526315,60535,40.27,59.73,53.17,56.4,35.99,17.11,36.1,64.53,1.38,0.13,0,0,99.37,3.52,795,0.17,282,56.6,0.63,6.96,12.28,9.09,6.94,70.83,0,0.04,29.05,150.36,35.5,26.69,8.02,89.95,0,92.08,1.01,73.21,100,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5.15,0,0,0,0,0,0,92.5,92.5,1.26,0.23,89.76,0,0,0.07,0,1.49,1.97,3.29,9.21,2.63,1.97,0.1,2.09,1.05,8.84,7.24,0,0.01,0,76.47,0,0,0,1.24,0,15.01,0,0,0,0,0,0,0,0,0.75,626,406,64.85623003,151,100,66,611,1,83,21,67,46,2,24,3,0,0,9,10,6,0,138,13,4,18
5051,78.99,18.77,2.24,"9,986,000",30.52,0,0,0,2.9,0.5,0.5,26.62,0,69.48,17.56,0,15.71,11.31,0.54,20.7,2.88,0.77,-274281,-768,-843174,-2362,2654,4440,5.88,0,4440,0,13.5,22.44,4.25,1.87,0.75,4.71,496951,46231,38.61,61.39,45.25,58.2,32.91,10.36,31.65,67.23,0.84,0,0,0,100,0.84,357,-0.04,95,7.8,0.26,1.89,24.19,19.62,1.31,55.33,0,0,5.51,21.9,7.16,22.5,2.23,25.26,0.13,81.79,10.36,74.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.37,99.37,0,0,99.37,0,0,0.41,0.05,1.49,0.09,0.11,0.09,1.29,0.1,0.1,0.05,1.05,1.74,0.87,0,0.18,0.02,17.29,0,0,0,0,10.6,2.63,2.39,0,0,0,0,0,63.63,0,0.56,209,137,65.55023923,82,46,56,218,0,54,12,26,21,5,15,0,0,0,2,5,11,0,66,1,0,4
5053,79,19.93,1.07,"6,305,000",15.15,0,0,0,5.85,8.3,0.5,0,0.5,84.85,44.89,0,38.55,0.15,0.33,0,0.87,0.06,-765096,-2723,-1815397,-6461,652,3039,4.27,1323,4077,0,13.28,30.78,0.31,2.56,1.22,7.69,632688,70223,31.09,68.91,58.93,58.8,35.73,6.41,24.91,53.38,0,0,4.63,0,95.73,1.42,281,0.28,175,12.2,0.61,1.87,15.37,12.94,4.74,39.67,0,0.27,1.75,49.64,30.76,7.25,10.86,67.72,0.05,93.59,4.27,82.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,96.92,96.92,0,0,96.92,0,0,0.41,0.05,1.49,0.09,0.11,0.09,1.29,0.1,0.1,0.05,1.05,1.74,0.87,0,0.15,0,1.78,0,0.19,0.16,1.24,0.47,0.04,0.04,0.01,0,0.01,0.01,0,98.67,0,0,177,81,45.76271186,59,32,54,169,0,36,7,8,9,0,5,0,0,0,9,0,3,1,52,9,6,9
5055,64.03,21.87,14.1,"139,320,000",91.92,86.33,2.95,0,1.71,0.06,0.07,0.8,0,8.08,0.01,0,1.31,0.02,0.02,6.66,0.07,0,50134574,79453,27061747,42887,13988,40655,42.63,3914,42468,175686,0.73,2.66,16.3,17.16,16.07,4.63,1754440,169942,36.64,63.36,48.06,56.6,28.71,14.9,34.87,51.03,0.32,0,0.32,0,99.52,3.01,631,-0.4,414,70.6,63.11,58.06,82.2,76.34,76.53,8.89,0.09,0.81,55.4,79.32,77.73,1.51,59.14,84.97,16.68,87.64,3.01,73.06,80,12.36,0,67,0.16,0.06,1.11,0,0.09,37.39,0,0,0,0,2.24,95.72,0,78,40.93,0,0,0.02,0,0,0.59,5.48,5.43,0,0,5.43,0.05,0,0.01,0,6.95,0,0,0,3.33,0,0,0,11.85,1.74,0,0,0.01,0,1.78,0,0,0,0,53.78,2.63,0,0,0,0,0,0,46.15,0,0.79,242,153,63.2231405,283,116,41,268,0,13,17,31,31,5,3,157,0,9,11,7,6,0,123,52,49,11
5057,37.52,41.27,21.21,"216,037,000",2.39,0,0,0,1.06,0.13,0.2,1,0,97.61,85.22,0.11,9.08,3.14,0.01,0,0.04,0.01,67988696,110911,8587487,14009,4593,7636,10.93,4797,7208,0,24.91,46.59,0.14,0.8,0.4,3.34,760967,111077,47.7,52.3,46.9,59.1,35.4,10.28,23.33,57.1,0.16,0.33,4.73,0,94.62,3.92,613,-0.68,304,40,0.24,11.06,27.65,21.55,0.85,58.31,0,1.62,18.06,49.93,8.87,53.03,15.82,54.69,0.1,89.72,5.06,70.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,97.07,96.32,1.26,0.23,89.76,0.19,0.26,0.07,0,1.49,0.09,0.11,3.81,0,0,0.1,0,11.85,4.03,26.98,0,0.65,0.02,1.78,0,0,0,2.7,0.47,0,0,0,0,0,0,0,95.02,0,0.82,493,268,54.36105477,220,133,60,444,4,129,8,14,17,0,9,0,0,0,15,8,6,0,209,14,15,4
5059,73.71,23.62,2.66,"29,093,000",4.13,0,0,0,2.57,0.16,0.23,0.99,0.18,95.87,80.71,0,14.59,0.06,0.16,0,0.3,0.05,4953221,8798,-839243,-1491,4715,7518,4.26,500,7500,0,31.65,35.68,0.18,0.97,0.66,2.18,382205,59745,36.72,63.28,50.97,58.3,40.82,9.24,36.41,63.94,0.53,0.18,0,0.36,99.47,3.2,563,0.16,137,19.6,0.48,5.18,26.37,16.54,0.85,48.99,0.09,0.34,6.35,30.42,8.63,12.66,7.85,31.64,0.07,89.88,4.97,74.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,99.19,99.19,0,0,99.19,0,0,0.18,0,19.48,0,0,0,1.3,0,0,0,1.05,22.51,1.3,0,0.18,0.06,4.61,0,2.17,0.81,28.46,9.49,3.25,0.04,0,0,0,0,0.81,48.78,0,0.89,356,232,65.16853933,163,103,63,346,0,62,9,28,32,0,20,0,0,0,15,13,10,1,139,18,1,1
5061,40.44,26.96,32.59,"262,076,000",0.69,0,0,0,0.65,0.02,0.02,0,0,99.31,86.8,0,6.82,5.64,0.01,0,0.03,0.01,95062411,162223,13776626,23510,2973,3621,3.92,2000,3750,0,29.79,46.78,0.11,0.49,0.26,3.19,731438,98674,45.18,54.82,49.9,55.6,27.76,14.16,26.28,65.02,0,0,5.46,0,93.52,2.56,586,0.19,256,39.8,0.29,9.16,22.98,19.4,0.25,50.72,0.47,0.34,8.83,39.87,10.37,84.13,19.2,86.34,1.87,89.76,5.97,69.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,99.89,97.8,0,0,97.8,0,2.78,0.41,0.05,14.91,0.09,0.11,0.09,1.29,13.56,0.1,0.05,1.05,8.84,0.87,0,0.04,0,36.55,0,0,0,0,46.9,2.63,0,0,0,0,0,0,16.75,0,0,460,290,63.04347826,175,113,65,443,0,192,18,9,16,0,10,0,0,0,1,0,11,0,164,5,1,2
5063,58.43,32.92,8.65,"172,930,000",12.16,10.88,0,0,1.19,0.02,0.03,0.02,0.02,87.84,78.44,0,9.25,0.01,0.03,0.03,0.04,0.04,62089386,69763,11437547,12851,2346,20327,16.29,6452,21145,0,21.79,40.38,1.89,3.62,3.57,3.3,691058,104678,37.51,62.49,53.96,55.8,28.5,12.25,30.45,57.75,0.45,0.34,0.22,0,98.88,0.9,890,-0.4,301,54.7,10.27,17.06,31.19,25.5,40.29,45.24,0,1.93,18.81,68.41,33.03,20.18,28.54,79.96,8.43,93.03,2.58,73.26,90.04,6.96,0.25,0,0,27.49,1.26,0,0,9.93,0,0,0,0,0,0,0,64.54,35.99,0,0,0.02,0,0,0,46.04,46.04,0,0,46.04,0,0.26,0.41,0.05,1.49,0.09,0.11,0.09,1.29,0.1,0.1,0.05,1.05,1.74,9.74,0,0.03,0,0,0,0,0,0,26.24,0.04,0,0,0,0,0,0,63.63,0,0.11,611,342,55.97381342,273,171,63,627,0,94,8,40,36,2,6,40,0,0,7,1,3,1,236,22,57,9
